citing_id,cited_id
3415,1419
2496,1419
3706,1419
1529,1419
2884,1419
1723,1419
2397,1419
998,1419
1726,1419
3179,1419
3321,1419
4979,1419
3133,1419
1822,1419
3367,1419
3324,1419
2737,1419
2651,1419
1782,1419
2547,1419
3285,1419
2843,1419
2845,1419
1544,1419
3531,1419
3678,1419
2042,1419
4239,1419
2859,1419
15,1420
118,1420
3027,1420
2737,1420
5713,1422
5624,1422
1570,1422
273,1422
192,1422
57,1423
1040,1423
324,1423
141,1423
1954,1424
2165,1424
2846,1424
1268,1424
1818,1425
1772,1425
1490,1425
1894,1425
2379,1425
1623,1426
1528,1426
1677,1426
2171,1426
1202,1426
1637,1426
1638,1426
2701,1426
1210,1426
2557,1426
1998,1427
1771,1427
1246,1427
1775,1427
808,1427
1294,1427
2569,1427
2059,1428
1284,1428
1914,1428
1602,1428
2383,1429
800,1429
1474,1430
1970,1430
1660,1433
320,1433
1614,1433
2060,1433
2393,1433
1678,1433
2273,1433
2549,1433
904,1434
2396,1434
1885,1434
2413,1434
1177,1434
1850,1435
2317,1437
2041,1437
1837,1438
1276,1439
5331,1439
1677,1439
2169,1439
1634,1439
1537,1439
1884,1439
1996,1439
1463,1439
2109,1440
1157,1441
2364,1441
1790,1441
2608,1441
2567,1441
752,1442
2508,1442
2564,1442
1845,1443
800,1444
1574,1445
138,1448
980,1448
1423,1449
1494,1449
1848,1450
1833,1453
1699,1453
1613,1454
1676,1455
1685,1455
1444,1455
2229,1455
70,1457
138,1457
2166,1460
1412,1462
1226,1465
304,1465
746,1465
987,1465
1863,1465
320,1465
1039,1465
894,1465
1864,1465
700,1465
897,1465
2389,1465
1094,1465
900,1465
501,1465
1095,1465
608,1465
1098,1465
805,1465
1001,1465
2267,1465
1106,1465
4921,1465
1832,1465
719,1465
1258,1465
864,1465
969,1465
2413,1465
1563,1467
1759,1467
1960,1467
800,1467
1862,1468
1768,1468
1671,1468
1970,1468
1430,1468
1588,1468
1683,1468
1596,1468
1986,1468
1806,1469
5756,1469
2207,1469
1572,1469
5328,1469
2302,1469
4400,1469
2401,1469
5637,1469
181,1469
5690,1469
1300,1469
2406,1469
1980,1469
5602,1469
5646,1469
2411,1469
1209,1469
2033,1469
1168,1469
240,1469
1218,1469
1226,1470
2291,1470
1232,1470
989,1470
320,1470
2155,1470
1662,1470
267,1470
2396,1470
1098,1470
1584,1470
1633,1470
1434,1470
5472,1470
968,1470
969,1470
2460,1470
1498,1470
2413,1470
1177,1470
2327,1470
2627,1471
3310,1471
2680,1471
1618,1471
5195,1471
325,1471
2264,1471
2446,1471
3520,1471
1168,1471
400,1473
2433,1473
3310,1473
3264,1473
2351,1473
2077,1473
1528,1473
2446,1473
1776,1473
2010,1473
2927,1473
2013,1473
1101,1473
2175,1473
5472,1473
1970,1474
5114,1474
112,1477
2433,1477
1471,1477
2914,1477
2387,1477
1473,1477
1571,1477
2680,1477
3312,1477
1618,1477
325,1477
3360,1477
1578,1477
2392,1477
1528,1477
2446,1477
3284,1477
5472,1477
2406,1477
3670,1477
1980,1477
2086,1477
1985,1477
3195,1477
2033,1477
1168,1477
2181,1477
1267,1477
1218,1477
1269,1477
3299,1477
2672,1478
5858,1478
1476,1478
72,1478
1485,1478
2108,1478
1489,1478
812,1478
1877,1478
3189,1478
816,1478
1204,1478
1640,1478
141,1478
4606,1478
2130,1478
2090,1478
1414,1478
32,1479
1486,1479
224,1479
2839,1479
2648,1479
1204,1479
88,1479
2130,1479
3590,1479
320,1480
2057,1480
2060,1480
2393,1480
1298,1480
2038,1480
2372,1480
800,1481
1248,1481
2187,1481
1185,1482
2451,1482
2040,1482
2383,1483
2132,1483
2134,1483
