id,component,cluster_louvain,cluster_leiden,degree,closeness,eigen_centrality,Label,core_work,oa_id,sdgs
2446,0,6,2,116,0.3792118942785554,0.0211968602188199,https://openalex.org/W2767858663,1,https://openalex.org/W2767858663,Climate action
2491,0,6,2,195,0.4183270648937026,0.0365446830105147,https://openalex.org/W2038537077,1,https://openalex.org/W2038537077,Life below water
2492,0,9,1,98,0.4085471007527881,0.012841686496616,https://openalex.org/W2467008671,1,https://openalex.org/W2467008671,Life below water
2496,0,6,2,87,0.3842574306870236,0.0181509484734777,https://openalex.org/W2588851319,1,https://openalex.org/W2588851319,Life below water
2504,0,6,2,62,0.3620477771318749,0.0094854907569893,https://openalex.org/W2344496978,1,https://openalex.org/W2344496978,Climate action
2636,0,6,2,151,0.4068205894284324,0.0300921105619749,https://openalex.org/W2264161424,1,https://openalex.org/W2264161424,Life below water
2724,0,6,2,102,0.3926999291641521,0.0224923366328293,https://openalex.org/W2038706413,1,https://openalex.org/W2038706413,Life below water
2925,0,6,2,233,0.4245412851226845,0.0483260596563985,https://openalex.org/W2030881763,1,https://openalex.org/W2030881763,Life below water
2977,0,6,2,268,0.4404202672935787,0.0552459196297619,https://openalex.org/W1983604063,1,https://openalex.org/W1983604063,Life below water
3310,0,6,2,73,0.3645493030966448,0.0101968231248731,https://openalex.org/W2762875957,1,https://openalex.org/W2762875957,Climate action
3499,0,6,2,227,0.4107797656992586,0.0439096640691401,https://openalex.org/W2604603169,1,https://openalex.org/W2604603169,Life below water
3508,0,6,2,73,0.3714592546852625,0.0158414081057139,https://openalex.org/W2808181562,1,https://openalex.org/W2808181562,Life below water
3511,0,6,2,261,0.4307737564932247,0.0501412556702444,https://openalex.org/W2058105122,1,https://openalex.org/W2058105122,Life below water
3595,0,6,2,272,0.4203459560449438,0.0511679166543574,https://openalex.org/W2167573622,1,https://openalex.org/W2167573622,Climate action
3597,0,6,2,216,0.406911094565124,0.0384932223209425,https://openalex.org/W2139552985,1,https://openalex.org/W2139552985,Climate action
3640,0,4,2,216,0.4402082719783952,0.0329806150727096,https://openalex.org/W2608895276,1,https://openalex.org/W2608895276,
3670,0,6,2,265,0.4266539235060024,0.0516337800900275,https://openalex.org/W2127994554,1,https://openalex.org/W2127994554,Climate action
3691,0,6,2,165,0.4195424810926444,0.0369178414156002,https://openalex.org/W2169971095,1,https://openalex.org/W2169971095,Life below water
3839,0,0,0,110,0.4034999713369143,0.0090664528364036,https://openalex.org/W2281328164,1,https://openalex.org/W2281328164,Life below water
4400,0,5,1,35,0.3668402266486627,0.0039413727757715,https://openalex.org/W2618718511,1,https://openalex.org/W2618718511,Life below water
5096,0,5,1,112,0.4106260652705752,0.0134761846664498,https://openalex.org/W1970899884,1,https://openalex.org/W1970899884,Life below water
5218,0,5,1,32,0.3668892825762702,0.0036580722213514,https://openalex.org/W2244650642,1,https://openalex.org/W2244650642,Climate action
5295,0,5,1,61,0.3792905308779081,0.0072776731701515,https://openalex.org/W2105997303,1,https://openalex.org/W2105997303,Life below water
5316,0,0,0,129,0.4105646172997154,0.0168866313117797,https://openalex.org/W2886357179,1,https://openalex.org/W2886357179,Life below water
5333,0,6,2,23,0.3731771021634043,0.0039822200995405,https://openalex.org/W2153126815,1,https://openalex.org/W2153126815,Life below water
5370,0,0,0,107,0.4073642249599626,0.0104868426691811,https://openalex.org/W1967646619,1,https://openalex.org/W1967646619,Life below water
5493,0,6,2,165,0.4109028089119887,0.029158384397468,https://openalex.org/W2568521921,1,https://openalex.org/W2568521921,Climate action
5619,0,5,1,456,0.4669556727266357,0.0589312974365094,https://openalex.org/W2022350358,1,https://openalex.org/W2022350358,Life below water
5676,0,5,1,69,0.3919145854018068,0.0084839253308758,https://openalex.org/W2588733052,1,https://openalex.org/W2588733052,Climate action
5703,0,9,1,20,0.3578683956310374,0.0027050257939399,https://openalex.org/W2062526075,1,https://openalex.org/W2062526075,Life below water
5805,0,5,1,134,0.4150991837666009,0.0196395843591821,https://openalex.org/W2271268554,1,https://openalex.org/W2271268554,Life below water
5950,0,6,2,355,0.4486668937212344,0.0545530101614426,https://openalex.org/W2102213705,1,https://openalex.org/W2102213705,Life below water
2477,0,9,1,137,0.4061581132650405,0.0118736480145445,https://openalex.org/W2023510214,1,https://openalex.org/W2023510214,Life below water
2478,0,5,1,163,0.4410220310408854,0.0210602269895444,https://openalex.org/W2043906837,1,https://openalex.org/W2043906837,Climate action
2530,0,9,1,145,0.4203137579632858,0.0130331697655016,https://openalex.org/W2146319439,1,https://openalex.org/W2146319439,Life below water
2595,0,9,1,22,0.3761187271376172,0.0028235719823393,https://openalex.org/W2075596880,1,https://openalex.org/W2075596880,Life below water
2644,0,4,2,244,0.4588340254378039,0.0372482979982207,https://openalex.org/W2029001799,1,https://openalex.org/W2029001799,Life below water
3522,0,5,2,17,0.3651800951823969,0.0037738506544935,https://openalex.org/W2506197254,1,https://openalex.org/W2506197254,Climate action
5381,0,5,1,48,0.3932064571989034,0.0058662806350813,https://openalex.org/W2089455465,1,https://openalex.org/W2089455465,Climate action
5386,0,5,1,45,0.3810288250962222,0.004193854266698,https://openalex.org/W2501427617,1,https://openalex.org/W2501427617,Life below water
5683,0,5,1,44,0.3795266364788143,0.0047187474159221,https://openalex.org/W1968473082,1,https://openalex.org/W1968473082,Climate action
