Source,Target,Type,Id,Label,Weight
4156,4305,Directed,723425,,1
4125,4305,Directed,722916,,2
4066,4305,Directed,721317,,1
4062,4305,Directed,720908,,1
4061,4305,Directed,720794,,1
3969,4305,Directed,718418,,1
3923,4305,Directed,717627,,1
3892,4305,Directed,716682,,1
3885,4305,Directed,716531,,2
3853,4305,Directed,715410,,1
2388,4305,Directed,667132,,1
1339,4305,Directed,620349,,2
249,4305,Directed,588423,,1
237,4305,Directed,588033,,1
215,4305,Directed,587685,,1
28,4305,Directed,577278,,1
4308,5944,Directed,727355,,1
4308,5901,Directed,727354,,1
4308,5575,Directed,727349,,1
4308,5320,Directed,727339,,1
4308,5120,Directed,727332,,1
4308,5118,Directed,727331,,1
4308,5051,Directed,727329,,1
4308,5030,Directed,727328,,1
4308,5012,Directed,727327,,1
4308,5002,Directed,727326,,2
4308,4989,Directed,727325,,2
4308,4977,Directed,727324,,1
4308,4957,Directed,727323,,1
4308,4954,Directed,727322,,1
4308,4950,Directed,727321,,1
4308,4918,Directed,727320,,1
4308,4909,Directed,727319,,1
4308,4904,Directed,727318,,1
4308,4885,Directed,727317,,2
4308,4854,Directed,727316,,1
4308,4837,Directed,727314,,3
4308,4811,Directed,727313,,2
4308,4731,Directed,727309,,1
4308,4726,Directed,727308,,1
4308,4685,Directed,727307,,1
4308,4651,Directed,727306,,4
4308,4645,Directed,727305,,1
4308,4630,Directed,727304,,1
4308,4625,Directed,727303,,1
4308,4540,Directed,727302,,5
4308,4496,Directed,727301,,1
4308,4490,Directed,727300,,2
4308,4489,Directed,727299,,1
4308,4488,Directed,727298,,1
4308,4483,Directed,727297,,1
4308,4467,Directed,727296,,1
4308,4430,Directed,727294,,1
4308,4346,Directed,727293,,2
4308,4327,Directed,727292,,1
4308,4256,Directed,727291,,1
4308,4164,Directed,727290,,1
4308,4124,Directed,727289,,1
4960,4308,Directed,737996,,1
4898,4308,Directed,737103,,1
4462,4308,Directed,730400,,1
4299,4308,Directed,726869,,1
4256,4308,Directed,725935,,7
4245,4308,Directed,725458,,1
4229,4308,Directed,725206,,1
4226,4308,Directed,725166,,4
4225,4308,Directed,725155,,3
4213,4308,Directed,724945,,1
4164,4308,Directed,723725,,5
4143,4308,Directed,723305,,1
4115,4308,Directed,722554,,1
4092,4308,Directed,721831,,1
4045,4308,Directed,720603,,1
4027,4308,Directed,720321,,1
4020,4308,Directed,720054,,1
4019,4308,Directed,720003,,1
3935,4308,Directed,717968,,1
3920,4308,Directed,717396,,1
3904,4308,Directed,717143,,1
3880,4308,Directed,716312,,1
3841,4308,Directed,715057,,1
3840,4308,Directed,714946,,1
3816,4308,Directed,714269,,1
3793,4308,Directed,713831,,1
3739,4308,Directed,712677,,1
3007,4308,Directed,689985,,2
2253,4308,Directed,662543,,1
1682,4308,Directed,637825,,1
1581,4308,Directed,633232,,1
265,4308,Directed,589500,,1
4343,5901,Directed,727800,,1
4343,5643,Directed,727797,,1
4343,5433,Directed,727796,,1
4343,5402,Directed,727795,,1
4343,5285,Directed,727794,,1
4343,5118,Directed,727791,,2
4343,5095,Directed,727790,,3
4343,5075,Directed,727789,,1
4343,5051,Directed,727788,,1
4343,5048,Directed,727787,,1
4343,5027,Directed,727786,,1
4343,4982,Directed,727785,,4
4343,4977,Directed,727784,,1
4343,4962,Directed,727783,,1
4343,4960,Directed,727782,,1
4343,4957,Directed,727781,,1
4343,4954,Directed,727780,,1
4343,4950,Directed,727779,,5
4343,4887,Directed,727778,,1
4343,4885,Directed,727777,,1
4343,4857,Directed,727776,,1
4343,4854,Directed,727775,,8
4343,4815,Directed,727773,,1
4343,4807,Directed,727772,,1
4343,4727,Directed,727770,,1
4343,4726,Directed,727769,,1
4343,4715,Directed,727768,,1
4343,4643,Directed,727767,,1
4343,4558,Directed,727766,,1
4343,4515,Directed,727765,,1
4343,4514,Directed,727764,,1
4343,4512,Directed,727763,,1
4343,4489,Directed,727762,,2
4343,4459,Directed,727760,,1
4343,4456,Directed,727759,,1
4343,4405,Directed,727758,,1
4343,4403,Directed,727757,,1
4343,4362,Directed,727754,,2
4343,4361,Directed,727753,,1
4343,4356,Directed,727752,,3
5247,4343,Directed,741894,,1
4426,4343,Directed,729437,,1
4290,4343,Directed,726529,,1
4245,4343,Directed,725459,,1
4095,4343,Directed,721875,,1
3856,4343,Directed,715485,,1
258,4343,Directed,589128,,2
4356,5901,Directed,728092,,1
4356,5285,Directed,728090,,1
4356,5127,Directed,728089,,1
4356,5121,Directed,728088,,1
4356,5118,Directed,728087,,2
4356,5113,Directed,728086,,2
4356,5095,Directed,728085,,3
4356,5075,Directed,728084,,1
4356,5064,Directed,728083,,2
4356,5058,Directed,728082,,2
4356,5051,Directed,728081,,1
4356,5027,Directed,728080,,1
4356,4989,Directed,728079,,1
4356,4982,Directed,728078,,3
4356,4962,Directed,728077,,1
4356,4961,Directed,728076,,2
4356,4960,Directed,728075,,1
4356,4957,Directed,728074,,1
4356,4954,Directed,728073,,1
4356,4950,Directed,728072,,8
4356,4935,Directed,728071,,2
4356,4912,Directed,728070,,1
4356,4905,Directed,728069,,3
4356,4887,Directed,728068,,2
4356,4885,Directed,728067,,1
4356,4867,Directed,728066,,1
4356,4859,Directed,728065,,1
4356,4854,Directed,728064,,5
4356,4831,Directed,728063,,1
4356,4823,Directed,728062,,1
4356,4811,Directed,728061,,1
4356,4807,Directed,728060,,2
4356,4731,Directed,728058,,1
4356,4715,Directed,728057,,1
4356,4645,Directed,728056,,1
4356,4644,Directed,728055,,1
4356,4621,Directed,728054,,3
4356,4581,Directed,728053,,1
4356,4550,Directed,728052,,1
4356,4532,Directed,728051,,1
4356,4515,Directed,728050,,1
4356,4512,Directed,728049,,1
4356,4489,Directed,728048,,1
4356,4483,Directed,728047,,2
4356,4459,Directed,728046,,1
4356,4456,Directed,728045,,1
4356,4447,Directed,728044,,1
4356,4441,Directed,728043,,3
4356,4438,Directed,728042,,3
4356,4403,Directed,728041,,1
4356,4394,Directed,728040,,2
4356,4391,Directed,728039,,1
4356,4362,Directed,728037,,4
4356,3874,Directed,728034,,1
4489,4356,Directed,730960,,1
4459,4356,Directed,730359,,1
4340,4356,Directed,727708,,1
4337,4356,Directed,727657,,1
4246,4356,Directed,725567,,1
4236,4356,Directed,725320,,1
4231,4356,Directed,725271,,1
4213,4356,Directed,724949,,1
4176,4356,Directed,724052,,2
4162,4356,Directed,723655,,1
4158,4356,Directed,723545,,1
4155,4356,Directed,723379,,1
4134,4356,Directed,723154,,1
4125,4356,Directed,722918,,3
4095,4356,Directed,721876,,1
4084,4356,Directed,721734,,1
4074,4356,Directed,721587,,3
3976,4356,Directed,718846,,1
3966,4356,Directed,718201,,1
3931,4356,Directed,717912,,1
3893,4356,Directed,716742,,1
3892,4356,Directed,716683,,2
3881,4356,Directed,716382,,1
3880,4356,Directed,716315,,1
3874,4356,Directed,715793,,1
3856,4356,Directed,715486,,2
3839,4356,Directed,714876,,1
2198,4356,Directed,659720,,1
1664,4356,Directed,636906,,2
1274,4356,Directed,616924,,1
278,4356,Directed,589968,,1
276,4356,Directed,589875,,2
258,4356,Directed,589129,,1
132,4356,Directed,582568,,1
109,4356,Directed,580316,,1
28,4356,Directed,577279,,1
4361,5863,Directed,728142,,1
4361,5433,Directed,728140,,1
4361,5092,Directed,728138,,1
4361,4950,Directed,728137,,1
4361,4949,Directed,728136,,1
4361,4854,Directed,728135,,1
4361,4796,Directed,728133,,1
4361,4668,Directed,728131,,1
4361,4405,Directed,728129,,2
5903,4361,Directed,749995,,1
4405,4361,Directed,729159,,1
4295,4361,Directed,726700,,1
4290,4361,Directed,726530,,1
4125,4361,Directed,722919,,1
4063,4361,Directed,721120,,1
3967,4361,Directed,718297,,1
3966,4361,Directed,718202,,1
3852,4361,Directed,715390,,1
3108,4361,Directed,694749,,1
202,4361,Directed,586937,,2
4403,5901,Directed,729136,,2
4403,5127,Directed,729134,,1
4403,5118,Directed,729133,,1
4403,5095,Directed,729132,,2
4403,5051,Directed,729131,,2
4403,4989,Directed,729130,,1
4403,4982,Directed,729129,,2
4403,4962,Directed,729128,,2
4403,4960,Directed,729127,,1
4403,4957,Directed,729126,,2
4403,4954,Directed,729125,,2
4403,4950,Directed,729124,,3
4403,4887,Directed,729123,,1
4403,4885,Directed,729122,,2
4403,4867,Directed,729121,,1
4403,4859,Directed,729120,,1
4403,4854,Directed,729119,,2
4403,4731,Directed,729118,,1
4403,4727,Directed,729117,,1
4403,4726,Directed,729116,,1
4403,4645,Directed,729115,,1
4403,4644,Directed,729114,,1
4403,4512,Directed,729113,,2
4403,4485,Directed,729112,,1
4489,4403,Directed,730962,,1
4391,4403,Directed,728853,,1
4275,4403,Directed,726389,,1
4236,4403,Directed,725322,,1
4213,4403,Directed,724953,,1
4162,4403,Directed,723658,,1
4125,4403,Directed,722922,,1
4084,4403,Directed,721736,,1
3880,4403,Directed,716317,,1
3856,4403,Directed,715489,,1
2198,4403,Directed,659722,,1
1274,4403,Directed,616931,,1
132,4403,Directed,582571,,1
4405,5947,Directed,729221,,2
4405,5855,Directed,729220,,1
4405,5752,Directed,729216,,1
4405,5577,Directed,729215,,1
4405,5513,Directed,729213,,1
4405,5455,Directed,729211,,1
4405,5435,Directed,729210,,1
4405,5433,Directed,729209,,1
4405,5320,Directed,729208,,1
4405,5305,Directed,729207,,1
4405,5229,Directed,729204,,1
4405,5140,Directed,729202,,1
4405,5092,Directed,729201,,1
4405,5054,Directed,729200,,1
4405,5051,Directed,729199,,1
4405,4987,Directed,729198,,2
4405,4986,Directed,729197,,1
4405,4977,Directed,729196,,2
4405,4969,Directed,729195,,1
4405,4954,Directed,729194,,1
4405,4953,Directed,729193,,1
4405,4950,Directed,729192,,1
4405,4910,Directed,729191,,1
4405,4909,Directed,729190,,1
4405,4902,Directed,729189,,1
4405,4870,Directed,729188,,1
4405,4855,Directed,729187,,1
4405,4854,Directed,729186,,1
4405,4811,Directed,729183,,1
4405,4807,Directed,729182,,1
4405,4796,Directed,729181,,2
4405,4717,Directed,729179,,2
4405,4715,Directed,729178,,1
4405,4675,Directed,729177,,1
4405,4670,Directed,729176,,2
4405,4645,Directed,729175,,1
4405,4600,Directed,729174,,1
4405,4558,Directed,729172,,1
4405,4550,Directed,729170,,1
4405,4546,Directed,729169,,2
4405,4530,Directed,729168,,1
4405,4512,Directed,729167,,1
4405,4491,Directed,729166,,1
4405,4483,Directed,729165,,1
4405,4441,Directed,729163,,3
4405,4438,Directed,729162,,1
4405,4430,Directed,729161,,2
4405,4422,Directed,729160,,1
4405,4125,Directed,729157,,1
4405,7,Directed,729144,,1
5433,4405,Directed,745460,,1
4390,4405,Directed,728747,,3
4295,4405,Directed,726704,,4
4290,4405,Directed,726531,,1
4269,4405,Directed,726333,,1
4231,4405,Directed,725273,,1
4229,4405,Directed,725210,,1
4168,4405,Directed,723821,,2
4138,4405,Directed,723236,,1
4134,4405,Directed,723156,,2
4126,4405,Directed,723002,,1
4125,4405,Directed,722923,,1
4121,4405,Directed,722757,,1
4066,4405,Directed,721319,,1
4062,4405,Directed,720923,,3
4018,4405,Directed,719945,,1
4017,4405,Directed,719889,,1
3994,4405,Directed,719440,,1
3975,4405,Directed,718763,,1
3969,4405,Directed,718423,,1
3966,4405,Directed,718205,,3
3923,4405,Directed,717631,,1
3908,4405,Directed,717220,,2
3893,4405,Directed,716747,,1
3892,4405,Directed,716684,,1
3885,4405,Directed,716532,,2
3852,4405,Directed,715391,,2
3841,4405,Directed,715060,,1
3840,4405,Directed,714950,,1
3838,4405,Directed,714806,,1
3830,4405,Directed,714426,,1
3782,4405,Directed,713483,,2
3737,4405,Directed,712575,,1
3627,4405,Directed,710203,,1
3562,4405,Directed,709117,,1
3007,4405,Directed,689997,,1
2997,4405,Directed,689633,,1
2865,4405,Directed,683425,,1
2743,4405,Directed,679326,,1
2227,4405,Directed,661051,,2
2135,4405,Directed,655543,,1
1966,4405,Directed,649054,,1
1962,4405,Directed,648784,,1
1825,4405,Directed,644063,,1
1682,4405,Directed,637828,,1
1274,4405,Directed,616932,,1
276,4405,Directed,589876,,1
265,4405,Directed,589504,,1
249,4405,Directed,588429,,1
202,4405,Directed,586942,,1
131,4405,Directed,582457,,2
110,4405,Directed,580380,,1
102,4405,Directed,578692,,1
101,4405,Directed,578447,,1
39,4405,Directed,577699,,1
28,4405,Directed,577282,,3
17,4405,Directed,576349,,1
4435,5872,Directed,729789,,1
4435,5402,Directed,729787,,1
4435,5385,Directed,729786,,2
4435,5320,Directed,729785,,1
4435,5318,Directed,729784,,2
4435,5122,Directed,729783,,2
4435,5091,Directed,729782,,1
4435,4968,Directed,729781,,1
4435,4910,Directed,729780,,1
4435,4870,Directed,729779,,1
4435,4825,Directed,729777,,2
4435,4811,Directed,729776,,1
4435,4730,Directed,729775,,1
4435,4724,Directed,729774,,1
4435,4717,Directed,729773,,1
4435,4715,Directed,729772,,5
4435,4670,Directed,729771,,1
4435,4668,Directed,729770,,1
4435,4651,Directed,729769,,1
4435,4647,Directed,729768,,1
4435,4603,Directed,729767,,1
4435,4582,Directed,729766,,1
4435,4559,Directed,729765,,2
4435,4530,Directed,729764,,1
4435,4508,Directed,729763,,1
4435,4491,Directed,729762,,1
4435,4487,Directed,729761,,1
4435,4483,Directed,729760,,3
4435,4439,Directed,729758,,1
4435,4245,Directed,729757,,1
5385,4435,Directed,744711,,1
4986,4435,Directed,738389,,1
4685,4435,Directed,733976,,1
4615,4435,Directed,733042,,1
4508,4435,Directed,731377,,1
4454,4435,Directed,730297,,1
4430,4435,Directed,729465,,6
4401,4435,Directed,729062,,1
4366,4435,Directed,728197,,1
4331,4435,Directed,727590,,1
4297,4435,Directed,726834,,1
4291,4435,Directed,726546,,2
4256,4435,Directed,725940,,1
4254,4435,Directed,725797,,1
4245,4435,Directed,725465,,8
4219,4435,Directed,725088,,1
4212,4435,Directed,724872,,1
4168,4435,Directed,723823,,1
4164,4435,Directed,723728,,1
4156,4435,Directed,723433,,1
4124,4435,Directed,722860,,1
4108,4435,Directed,722061,,1
4066,4435,Directed,721321,,1
3994,4435,Directed,719442,,1
3969,4435,Directed,718427,,1
3966,4435,Directed,718211,,1
3842,4435,Directed,715147,,1
3817,4435,Directed,714274,,2
3786,4435,Directed,713636,,2
3751,4435,Directed,713054,,1
3735,4435,Directed,712402,,1
3561,4435,Directed,709061,,1
3352,4435,Directed,703610,,1
3107,4435,Directed,694659,,3
3007,4435,Directed,690003,,2
2766,4435,Directed,679630,,1
2747,4435,Directed,679389,,1
1825,4435,Directed,644065,,1
1249,4435,Directed,615861,,1
265,4435,Directed,589506,,2
262,4435,Directed,589369,,1
202,4435,Directed,586945,,1
101,4435,Directed,578450,,1
39,4435,Directed,577703,,1
4439,5947,Directed,729958,,3
4439,5944,Directed,729957,,1
4439,5941,Directed,729956,,1
4439,5718,Directed,729954,,1
4439,5579,Directed,729953,,1
4439,5577,Directed,729952,,1
4439,5402,Directed,729951,,1
4439,5400,Directed,729950,,1
4439,5315,Directed,729949,,1
4439,5100,Directed,729948,,1
4439,5091,Directed,729947,,1
4439,5068,Directed,729946,,1
4439,5007,Directed,729945,,1
4439,4999,Directed,729944,,2
4439,4997,Directed,729943,,1
4439,4990,Directed,729942,,1
4439,4984,Directed,729941,,3
4439,4983,Directed,729940,,1
4439,4974,Directed,729939,,2
4439,4972,Directed,729938,,2
4439,4968,Directed,729937,,1
4439,4949,Directed,729936,,1
4439,4866,Directed,729935,,1
4439,4861,Directed,729934,,1
4439,4854,Directed,729933,,1
4439,4848,Directed,729932,,1
4439,4825,Directed,729931,,1
4439,4777,Directed,729930,,1
4439,4727,Directed,729929,,1
4439,4724,Directed,729928,,1
4439,4718,Directed,729927,,4
4439,4717,Directed,729926,,4
4439,4715,Directed,729925,,7
4439,4691,Directed,729924,,1
4439,4660,Directed,729923,,1
4439,4644,Directed,729922,,1
4439,4630,Directed,729921,,1
4439,4600,Directed,729920,,1
4439,4589,Directed,729919,,1
4439,4576,Directed,729918,,1
4439,4571,Directed,729917,,1
4439,4562,Directed,729916,,1
4439,4559,Directed,729915,,1
4439,4558,Directed,729914,,1
4439,4541,Directed,729913,,1
4439,4499,Directed,729912,,1
4439,4488,Directed,729911,,1
4439,4390,Directed,729910,,1
4439,4203,Directed,729909,,1
4439,3846,Directed,729908,,1
4439,3735,Directed,729907,,1
4439,1825,Directed,729906,,1
4439,17,Directed,729905,,1
5061,4439,Directed,739121,,1
4990,4439,Directed,738461,,1
4980,4439,Directed,738323,,1
4606,4439,Directed,732980,,1
4436,4439,Directed,729794,,1
4430,4439,Directed,729466,,3
4407,4439,Directed,729243,,2
4390,4439,Directed,728752,,4
4366,4439,Directed,728198,,1
4346,4439,Directed,727849,,1
4203,4439,Directed,724482,,4
4191,4439,Directed,724227,,1
4181,4439,Directed,724106,,1
4156,4439,Directed,723434,,1
4128,4439,Directed,723053,,1
4115,4439,Directed,722560,,1
4108,4439,Directed,722062,,1
4098,4439,Directed,721902,,1
4042,4439,Directed,720571,,1
4036,4439,Directed,720473,,1
4028,4439,Directed,720357,,1
4002,4439,Directed,719544,,1
3999,4439,Directed,719499,,1
3987,4439,Directed,719282,,1
3986,4439,Directed,719206,,1
3984,4439,Directed,719142,,2
3981,4439,Directed,718970,,1
3978,4439,Directed,718930,,2
3969,4439,Directed,718428,,2
3923,4439,Directed,717633,,2
3895,4439,Directed,716899,,1
3891,4439,Directed,716637,,1
3883,4439,Directed,716478,,1
3858,4439,Directed,715521,,1
3855,4439,Directed,715442,,1
3847,4439,Directed,715275,,1
3846,4439,Directed,715229,,1
3839,4439,Directed,714880,,1
3838,4439,Directed,714808,,1
3831,4439,Directed,714510,,1
3826,4439,Directed,714298,,1
3803,4439,Directed,714107,,1
3789,4439,Directed,713735,,1
3743,4439,Directed,712883,,1
3735,4439,Directed,712403,,3
3007,4439,Directed,690005,,2
2388,4439,Directed,667138,,1
2224,4439,Directed,660931,,1
1951,4439,Directed,647912,,1
1827,4439,Directed,644137,,1
1734,4439,Directed,640058,,1
316,4439,Directed,592399,,1
255,4439,Directed,588957,,1
232,4439,Directed,588002,,1
224,4439,Directed,587891,,1
132,4439,Directed,582573,,1
115,4439,Directed,580769,,1
106,4439,Directed,579624,,1
101,4439,Directed,578452,,1
17,4439,Directed,576353,,3
4456,5285,Directed,730326,,1
4456,5095,Directed,730325,,1
4456,5075,Directed,730324,,1
4456,5059,Directed,730323,,1
4456,5051,Directed,730322,,1
4456,4982,Directed,730321,,1
4456,4957,Directed,730320,,1
4456,4954,Directed,730319,,1
4456,4950,Directed,730318,,2
4456,4854,Directed,730317,,2
4456,4489,Directed,730315,,1
4456,4459,Directed,730314,,1
4456,4062,Directed,730312,,1
258,4456,Directed,589131,,1
4459,5285,Directed,730379,,1
4459,5121,Directed,730378,,1
4459,5113,Directed,730377,,1
4459,5095,Directed,730376,,1
4459,5075,Directed,730375,,1
4459,5027,Directed,730374,,1
4459,4982,Directed,730373,,1
4459,4961,Directed,730372,,1
4459,4950,Directed,730371,,2
4459,4935,Directed,730370,,1
4459,4854,Directed,730369,,2
4459,4807,Directed,730368,,1
4459,4621,Directed,730366,,1
4459,4532,Directed,730365,,1
4459,4489,Directed,730364,,1
4459,4447,Directed,730363,,1
4459,4441,Directed,730362,,1
4459,4438,Directed,730361,,1
4459,4394,Directed,730360,,1
4459,4125,Directed,730357,,1
4459,4074,Directed,730356,,1
258,4459,Directed,589132,,1
4489,5901,Directed,730992,,1
4489,5285,Directed,730989,,1
4489,5127,Directed,730987,,1
4489,5118,Directed,730986,,1
4489,5095,Directed,730985,,2
4489,5075,Directed,730984,,1
4489,5051,Directed,730983,,1
4489,5030,Directed,730982,,1
4489,4989,Directed,730981,,2
4489,4982,Directed,730980,,3
4489,4962,Directed,730979,,1
4489,4960,Directed,730978,,1
4489,4957,Directed,730977,,1
4489,4954,Directed,730976,,1
4489,4950,Directed,730975,,2
4489,4887,Directed,730974,,1
4489,4885,Directed,730973,,2
4489,4867,Directed,730972,,1
4489,4859,Directed,730971,,1
4489,4857,Directed,730970,,1
4489,4854,Directed,730969,,4
4489,4731,Directed,730967,,1
4489,4645,Directed,730966,,1
4489,4644,Directed,730965,,1
4489,4512,Directed,730964,,1
4489,4490,Directed,730963,,1
4489,4391,Directed,730961,,1
4489,4236,Directed,730956,,1
4489,4213,Directed,730955,,1
4489,4162,Directed,730952,,1
4489,4125,Directed,730951,,1
4489,4084,Directed,730950,,1
4489,3880,Directed,730944,,1
4489,3856,Directed,730942,,1
4489,2198,Directed,730939,,1
4489,1274,Directed,730938,,1
4489,132,Directed,730936,,1
5247,4489,Directed,741895,,1
4898,4489,Directed,737104,,1
258,4489,Directed,589134,,1
4490,5903,Directed,731029,,1
4490,5901,Directed,731028,,4
4490,5575,Directed,731026,,1
4490,5318,Directed,731025,,1
4490,5162,Directed,731024,,1
4490,5120,Directed,731023,,1
4490,5118,Directed,731022,,1
4490,5051,Directed,731021,,2
4490,5030,Directed,731020,,1
4490,5012,Directed,731019,,1
4490,5002,Directed,731018,,1
4490,4989,Directed,731017,,2
4490,4962,Directed,731016,,1
4490,4957,Directed,731015,,2
4490,4954,Directed,731014,,1
4490,4950,Directed,731013,,1
4490,4918,Directed,731012,,1
4490,4909,Directed,731011,,1
4490,4904,Directed,731010,,1
4490,4885,Directed,731009,,2
4490,4854,Directed,731008,,1
4490,4777,Directed,731007,,1
4490,4731,Directed,731004,,2
4490,4726,Directed,731003,,2
4490,4645,Directed,731002,,2
4490,4625,Directed,731001,,1
4490,4530,Directed,731000,,1
4490,4496,Directed,730999,,3
4490,4027,Directed,730998,,1
4490,4019,Directed,730997,,1
4490,3920,Directed,730995,,1
4490,3804,Directed,730994,,1
4989,4490,Directed,738443,,1
4960,4490,Directed,738000,,1
4898,4490,Directed,737105,,1
4512,4490,Directed,731423,,1
4488,4490,Directed,730901,,1
4463,4490,Directed,730409,,1
4346,4490,Directed,727853,,1
4327,4490,Directed,727551,,1
4256,4490,Directed,725946,,1
4245,4490,Directed,725470,,1
4229,4490,Directed,725214,,1
4213,4490,Directed,724957,,1
4092,4490,Directed,721835,,1
4066,4490,Directed,721327,,1
4064,4490,Directed,721183,,1
4062,4490,Directed,720936,,2
4045,4490,Directed,720607,,1
4027,4490,Directed,720325,,1
4020,4490,Directed,720059,,1
4019,4490,Directed,720009,,1
3920,4490,Directed,717401,,2
3880,4490,Directed,716320,,2
3846,4490,Directed,715231,,1
3814,4490,Directed,714260,,1
3804,4490,Directed,714142,,1
3793,4490,Directed,713835,,1
2335,4490,Directed,665121,,1
2253,4490,Directed,662548,,1
2227,4490,Directed,661055,,1
1581,4490,Directed,633238,,1
4512,5986,Directed,731475,,1
4512,5947,Directed,731474,,1
4512,5901,Directed,731473,,4
4512,5855,Directed,731472,,1
4512,5320,Directed,731469,,1
4512,5318,Directed,731468,,1
4512,5229,Directed,731467,,1
4512,5162,Directed,731466,,1
4512,5140,Directed,731465,,1
4512,5127,Directed,731464,,1
4512,5118,Directed,731463,,1
4512,5095,Directed,731462,,2
4512,5094,Directed,731461,,1
4512,5051,Directed,731460,,2
4512,5030,Directed,731459,,1
4512,4989,Directed,731458,,1
4512,4987,Directed,731457,,1
4512,4986,Directed,731456,,2
4512,4982,Directed,731455,,2
4512,4977,Directed,731454,,1
4512,4962,Directed,731453,,2
4512,4960,Directed,731452,,1
4512,4957,Directed,731451,,4
4512,4954,Directed,731450,,4
4512,4953,Directed,731449,,1
4512,4950,Directed,731448,,2
4512,4933,Directed,731447,,1
4512,4910,Directed,731446,,1
4512,4904,Directed,731445,,1
4512,4887,Directed,731444,,1
4512,4885,Directed,731443,,2
4512,4867,Directed,731442,,1
4512,4859,Directed,731441,,1
4512,4854,Directed,731440,,2
4512,4811,Directed,731439,,1
4512,4777,Directed,731438,,1
4512,4731,Directed,731436,,2
4512,4727,Directed,731435,,1
4512,4726,Directed,731434,,1
4512,4717,Directed,731433,,1
4512,4715,Directed,731432,,1
4512,4675,Directed,731431,,1
4512,4670,Directed,731430,,1
4512,4645,Directed,731429,,3
4512,4644,Directed,731428,,2
4512,4600,Directed,731427,,1
4512,4546,Directed,731426,,1
4512,4530,Directed,731425,,2
4512,4496,Directed,731424,,1
4512,4463,Directed,731422,,1
4512,4066,Directed,731419,,1
4512,4062,Directed,731418,,1
4512,3920,Directed,731416,,1
4512,3804,Directed,731415,,1
4512,2227,Directed,731412,,1
5002,4512,Directed,738589,,1
4885,4512,Directed,736986,,1
4496,4512,Directed,731121,,2
4491,4512,Directed,731033,,1
4468,4512,Directed,730465,,1
4451,4512,Directed,730262,,1
4450,4512,Directed,730251,,2
4430,4512,Directed,729483,,3
4401,4512,Directed,729064,,1
4391,4512,Directed,728854,,1
4390,4512,Directed,728759,,1
4362,4512,Directed,728152,,1
4346,4512,Directed,727856,,1
4269,4512,Directed,726338,,1
4252,4512,Directed,725748,,1
4236,4512,Directed,725323,,1
4229,4512,Directed,725217,,1
4213,4512,Directed,724961,,1
4168,4512,Directed,723825,,1
4162,4512,Directed,723663,,1
4134,4512,Directed,723162,,1
4125,4512,Directed,722933,,1
4084,4512,Directed,721737,,1
4066,4512,Directed,721330,,2
4062,4512,Directed,720940,,1
4027,4512,Directed,720327,,1
4019,4512,Directed,720011,,1
4017,4512,Directed,719892,,1
3994,4512,Directed,719444,,1
3969,4512,Directed,718438,,1
3966,4512,Directed,718218,,1
3920,4512,Directed,717403,,1
3908,4512,Directed,717225,,1
3893,4512,Directed,716750,,1
3880,4512,Directed,716322,,2
3856,4512,Directed,715490,,1
3840,4512,Directed,714958,,1
3838,4512,Directed,714810,,1
3830,4512,Directed,714433,,1
3804,4512,Directed,714144,,1
3793,4512,Directed,713837,,1
3782,4512,Directed,713487,,1
3737,4512,Directed,712578,,1
3007,4512,Directed,690015,,1
2865,4512,Directed,683434,,1
2743,4512,Directed,679329,,1
2227,4512,Directed,661058,,2
2198,4512,Directed,659724,,1
1966,4512,Directed,649057,,1
1825,4512,Directed,644069,,1
1274,4512,Directed,616941,,1
265,4512,Directed,589510,,1
249,4512,Directed,588441,,1
202,4512,Directed,586949,,1
132,4512,Directed,582576,,1
131,4512,Directed,582468,,1
39,4512,Directed,577707,,1
28,4512,Directed,577291,,1
17,4512,Directed,576365,,1
4558,5947,Directed,732269,,3
4558,5752,Directed,732268,,1
4558,5643,Directed,732267,,1
4558,5534,Directed,732266,,1
4558,5400,Directed,732265,,1
4558,5399,Directed,732264,,2
4558,5180,Directed,732263,,1
4558,5118,Directed,732261,,1
4558,5100,Directed,732260,,1
4558,5064,Directed,732259,,1
4558,5050,Directed,732258,,1
4558,5049,Directed,732257,,1
4558,5048,Directed,732256,,1
4558,5047,Directed,732255,,1
4558,5045,Directed,732254,,1
4558,5029,Directed,732252,,1
4558,5027,Directed,732251,,1
4558,5002,Directed,732250,,1
4558,4977,Directed,732249,,1
4558,4969,Directed,732248,,1
4558,4967,Directed,732247,,1
4558,4963,Directed,732246,,1
4558,4960,Directed,732245,,1
4558,4953,Directed,732244,,2
4558,4952,Directed,732243,,1
4558,4949,Directed,732242,,1
4558,4910,Directed,732241,,1
4558,4872,Directed,732240,,1
4558,4854,Directed,732239,,2
4558,4828,Directed,732238,,1
4558,4823,Directed,732237,,1
4558,4815,Directed,732236,,1
4558,4811,Directed,732235,,3
4558,4807,Directed,732234,,1
4558,4785,Directed,732233,,1
4558,4779,Directed,732232,,1
4558,4765,Directed,732231,,1
4558,4726,Directed,732230,,1
4558,4721,Directed,732229,,1
4558,4720,Directed,732228,,1
4558,4715,Directed,732227,,1
4558,4675,Directed,732226,,1
4558,4668,Directed,732225,,1
4558,4642,Directed,732224,,1
4558,4630,Directed,732223,,2
4558,4624,Directed,732222,,1
4558,4576,Directed,732221,,2
