id,component,cluster_louvain,cluster_leiden,degree,closeness,eigen_centrality,Label
2495,0,0,1,149,0.43520754969432307,0.01492588909840796,https://openalex.org/W1011044090
2538,0,0,1,85,0.3988324913857398,0.007590159481239695,https://openalex.org/W2267721316
2578,0,0,1,122,0.4135791057178633,0.011413049060564171,https://openalex.org/W2100159337
2604,0,0,1,22,0.3544007650649368,0.0015475682603510257,https://openalex.org/W1973568476
285,0,6,1,74,0.4168522723529776,0.008912634997369391,https://openalex.org/W2112578187
4031,0,6,1,102,0.41764723302493456,0.010817831203691267,https://openalex.org/W2163146949
4335,0,5,0,23,0.39647635851619084,0.0034716032433912253,https://openalex.org/W2084629531
5094,0,5,0,41,0.37436071818510325,0.003078298090921481,https://openalex.org/W2114878190
5489,0,0,1,135,0.4354352639836148,0.011084272540710215,https://openalex.org/W1532349165
5967,0,4,4,50,0.4136613363781114,0.003936928092440449,https://openalex.org/W579354446
1137,0,6,1,149,0.4363485090842516,0.027997867549665406,https://openalex.org/W2155224709
1353,0,6,1,63,0.40083030369207423,0.010431774238310237,https://openalex.org/W1976617620
1368,0,6,1,25,0.3515859216415228,0.0023637264140521953,https://openalex.org/W2508897447
1454,0,6,1,59,0.3995217842177074,0.009715746438131768,https://openalex.org/W2549689992
1536,0,6,1,44,0.408303344384989,0.007145876338106439,https://openalex.org/W1995962057
1559,0,6,1,83,0.4183610881386912,0.015526626292549112,https://openalex.org/W2027015748
1641,0,6,1,121,0.4239017300965182,0.019503662742290085,https://openalex.org/W2121777573
1670,0,6,1,88,0.41059989960799514,0.014686430475871657,https://openalex.org/W2097853016
1679,0,3,2,73,0.3957975252190072,0.01619127773886393,https://openalex.org/W2606341682
1758,0,0,1,165,0.43740348813491253,0.019863190233325015,https://openalex.org/W1991089141
1786,0,6,1,101,0.40762337212259236,0.013800770427155305,https://openalex.org/W2127922613
1879,0,6,1,51,0.4131274208327465,0.011886274215098684,https://openalex.org/W1939410340
1964,0,6,1,79,0.40742381108659775,0.013468015695440441,https://openalex.org/W2048783018
1973,0,6,1,110,0.4323137020911608,0.01830815210113357,https://openalex.org/W2005749634
1976,0,6,1,100,0.408303344384989,0.013486679014450456,https://openalex.org/W2411430836
1979,0,6,1,39,0.35643475951922415,0.0038299901447916875,https://openalex.org/W2777495321
2042,0,3,2,10,0.33681555630786975,0.0022366030822338883,https://openalex.org/W2795873175
2061,0,6,1,142,0.42897107037396115,0.023097323294978676,https://openalex.org/W2030441711
2074,0,0,1,46,0.39396131250022937,0.005493420942998046,https://openalex.org/W2306856148
2106,0,3,2,82,0.3746640899178303,0.018987843258132645,https://openalex.org/W2779868453
2107,0,6,1,167,0.43653161798441276,0.031642870328925446,https://openalex.org/W2275114319
2153,0,6,1,153,0.43155148129303283,0.027013280241963544,https://openalex.org/W2057615471
2179,0,6,1,75,0.4058343297208059,0.011492571032803654,https://openalex.org/W2060787286
2278,0,6,1,59,0.40067591551539944,0.009231686671648785,https://openalex.org/W1904199425
2279,0,6,1,18,0.3896815304951698,0.004086038191270017,https://openalex.org/W2221501261
2302,0,0,1,52,0.3579371511937568,0.004436913615037125,https://openalex.org/W2607218722
2345,0,6,1,11,0.39118354635963365,0.0028703360433613534,https://openalex.org/W2770408735
2347,0,6,1,115,0.4276924023668849,0.022562797442003193,https://openalex.org/W2010760827
2350,0,6,1,81,0.41141184324969576,0.011864024895722722,https://openalex.org/W2131191693
2359,0,3,2,128,0.4155617080422873,0.02293664395967354,https://openalex.org/W1943370987
2399,0,6,1,46,0.3824817890088632,0.006193407881253583,https://openalex.org/W1958924301
2471,0,6,1,26,0.39414790022046253,0.003809721653384558,https://openalex.org/W2602317769
4073,0,6,1,98,0.4234703218631613,0.014247337261705545,https://openalex.org/W2082756728
5126,0,6,1,100,0.41895080372809335,0.013711320440108652,https://openalex.org/W2130857996
5295,0,7,1,59,0.3948960218873895,0.0074516553503321745,https://openalex.org/W2105997303
5384,0,6,1,36,0.40504423076291474,0.005389725704732867,https://openalex.org/W2056029010
5578,0,7,1,128,0.4367148806284029,0.02396912059742916,https://openalex.org/W2394879936
5756,0,6,1,25,0.3515859216415228,0.002363726414052195,https://openalex.org/W2883967485
1139,0,6,1,55,0.3869635806405118,0.007601081029420606,https://openalex.org/W2472710279
1332,0,6,1,126,0.4141554078458667,0.014096172679559125,https://openalex.org/W2561821655
1349,0,6,1,28,0.34634754308535237,0.003005289345200898,https://openalex.org/W2134083847
1380,0,6,1,9,0.3305281898981192,0.0009193757266219787,https://openalex.org/W2554462833
1520,0,0,1,30,0.3745629113896321,0.003211312961886572,https://openalex.org/W2799805314
1537,0,6,1,55,0.3693758883823722,0.005527752662433076,https://openalex.org/W2097783866
1614,0,6,1,92,0.411574617470566,0.011312248313052711,https://openalex.org/W2509834898
1748,0,6,1,27,0.37581461187025134,0.004653862313516355,https://openalex.org/W2522766695
1781,0,3,2,73,0.3962498221719286,0.016550418734831755,https://openalex.org/W2537598961
1957,0,6,1,32,0.37663100856511794,0.0036130593085526366,https://openalex.org/W2907938228
2002,0,6,1,109,0.4413469858535663,0.01939151581132561,https://openalex.org/W2106324800
2014,0,0,1,30,0.37500174681213255,0.005126209196851342,https://openalex.org/W2784062552
2073,0,0,1,110,0.4335298377398857,0.01914431804103897,https://openalex.org/W1844966164
2078,0,0,1,15,0.38407046175257736,0.003173637413979499,https://openalex.org/W2585714095
2100,0,3,2,125,0.4323586224675211,0.025673335957877658,https://openalex.org/W2014815515
2168,0,6,1,63,0.38924409566206014,0.008552391154816515,https://openalex.org/W2522245011
2169,0,6,1,117,0.42559265445713645,0.02015588778188919,https://openalex.org/W2413020305
2296,0,3,2,103,0.3951960663526852,0.022416828626996385,https://openalex.org/W2552644210
23,0,3,2,151,0.4445533528448102,0.0247928272095949,https://openalex.org/W2515338375
2300,0,6,1,35,0.3909997540525674,0.00561977170274897,https://openalex.org/W2154119893
2393,0,6,1,50,0.39254899836107765,0.009348467862352543,https://openalex.org/W2340438407
2405,0,0,1,42,0.38653222318879915,0.005621875247419084,https://openalex.org/W2576254598
2438,0,6,1,61,0.40402168973953034,0.007318138542428659,https://openalex.org/W2669448309
2439,0,3,2,95,0.40730416822899596,0.02226053183124819,https://openalex.org/W2767863023
2450,0,6,1,78,0.42256721667791436,0.015491695083661525,https://openalex.org/W2131313078
