id,component,cluster_louvain,cluster_leiden,degree,closeness,eigen_centrality,Label,core_work
1,0,0,0,92,0.4164767673533603,0.0086505605075781,https://openalex.org/W2781567654,1
55,0,7,1,291,0.4786632212846454,0.0386758299176176,https://openalex.org/W1974470230,1
60,0,0,0,297,0.4720385005816702,0.0290838271561471,https://openalex.org/W1685251144,1
107,0,0,0,510,0.4984450626051057,0.0388284334991294,https://openalex.org/W2081395300,1
124,0,0,0,75,0.4410662902933456,0.0103366343476003,https://openalex.org/W2583021177,1
127,0,0,0,78,0.4187821439842414,0.0088731810539462,https://openalex.org/W2146858498,1
128,0,0,0,212,0.4541110316083622,0.0214302885852283,https://openalex.org/W2516269908,1
149,0,0,0,143,0.4226101343314465,0.0085227105487323,https://openalex.org/W2782456798,1
158,0,0,1,262,0.4758169677103971,0.0410247116939094,https://openalex.org/W2122156969,1
198,0,8,2,767,0.536559559333001,0.0924853683817372,https://openalex.org/W2054653365,1
205,0,0,0,132,0.4594257902867862,0.0163729738001929,https://openalex.org/W2125980603,1
250,0,1,4,91,0.4301239800111043,0.0058140589910853,https://openalex.org/W2130387153,1
261,0,0,2,69,0.4300795227521884,0.0102579562282103,https://openalex.org/W2624462411,1
269,0,0,0,49,0.4130044052235655,0.006907686694207,https://openalex.org/W2472198833,1
270,0,0,0,242,0.4700654521720993,0.0297296654545563,https://openalex.org/W2032511533,1
307,0,0,0,209,0.4437474013679666,0.0159095808898519,https://openalex.org/W2096973757,1
315,0,0,0,239,0.4651782428873586,0.0333293967897677,https://openalex.org/W2092956214,1
1195,0,0,0,33,0.3694742836643067,0.002107225060836,https://openalex.org/W1714244779,1
1322,0,8,2,238,0.4553035761710716,0.0417562461697136,https://openalex.org/W2594584909,1
1634,0,7,1,123,0.4228678234377462,0.0197413212886918,https://openalex.org/W1994889450,1
2434,0,5,2,112,0.4174796210120821,0.0203471606905354,https://openalex.org/W2795322264,1
2718,0,0,0,171,0.4509612422919066,0.0182704215038329,https://openalex.org/W2157695856,1
2767,0,5,2,288,0.4695350239931644,0.0491158036607985,https://openalex.org/W2253610007,1
3659,0,0,0,5,0.3265593613739933,0.000303958871725,https://openalex.org/W1982793477,1
3748,0,0,0,61,0.3969302091602998,0.0059375839902761,https://openalex.org/W2046083822,1
3784,0,0,0,61,0.3753061588010664,0.0048558662658814,https://openalex.org/W2132446930,1
3797,0,0,0,80,0.3835040905647394,0.006320757486094,https://openalex.org/W1494460556,1
3835,0,0,0,123,0.4443160045517803,0.0121647606728886,https://openalex.org/W2136402371,1
3868,0,0,0,25,0.3954213990903186,0.0035912651362908,https://openalex.org/W2766824947,1
3875,0,0,0,611,0.5095541737236619,0.0506367396240286,https://openalex.org/W2141707502,1
3899,0,0,0,92,0.4127176535040094,0.0072415940039088,https://openalex.org/W1971351320,1
3901,0,0,0,77,0.4087043888250096,0.0075570865843612,https://openalex.org/W2744214237,1
3921,0,7,1,113,0.4342537447951808,0.0149743249169629,https://openalex.org/W2213026911,1
3922,0,0,0,69,0.4055574447005285,0.0063284126594855,https://openalex.org/W2127310700,1
3925,0,0,0,138,0.4347074156526768,0.0135370901375054,https://openalex.org/W2133168052,1
3972,0,0,0,20,0.3681015023555752,0.0013566986875782,https://openalex.org/W2130174419,1
3973,0,0,0,246,0.4719314259529798,0.0210960674802219,https://openalex.org/W2563747423,1
3979,0,0,0,13,0.3419360163224113,0.000609815693646,https://openalex.org/W2601322555,1
3982,0,0,0,226,0.4636233295406599,0.0256813209972777,https://openalex.org/W2058648791,1
4021,0,0,0,170,0.4313278099541228,0.0146386982123726,https://openalex.org/W1982160752,1
4087,0,0,0,53,0.3945216063930428,0.0054228553563815,https://openalex.org/W1512380170,1
4110,0,7,1,339,0.4703311159294023,0.0409182604745726,https://openalex.org/W2146487757,1
4142,0,0,0,27,0.3624897101339335,0.0024926942892008,https://openalex.org/W2612458260,1
4165,0,0,0,49,0.4127995419273236,0.0046682084088673,https://openalex.org/W2889256707,1
4169,0,0,0,136,0.4506681883057969,0.0173211952081551,https://openalex.org/W2153852128,1
